word,lemma,lemma_log_freq,RE,word_log_freq,root_wholeSuffix_TP,root_firstSuffix_TP,mood_tense_TP,tense_person_TP,root_lastSuffix_TP
besaré,besar,4.641682283985219,0.12982384757621981,2.2174839442139063,0.47773281507540766,0.9057845727888243,,0.7156535719579533,0.6452824877590689
besarás,besar,4.641682283985219,0.12982384757621981,1.3979400086720377,0.3011709813692387,0.9057845727888243,,0.6796042104226108,0.6882831616340113
besará,besar,4.641682283985219,0.12982384757621981,2.0086001717619175,0.43273107655213955,0.9057845727888243,,0.846413247917702,0.43273107655213955
besaremos,besar,4.641682283985219,0.12982384757621981,1.0,0.2154391315084642,0.9057845727888243,,0.7220489182901982,0.6724353939343344
besarán,besar,4.641682283985219,0.12982384757621981,1.4913616938342726,0.32129766808464777,0.9057845727888243,,0.7707207647920508,0.7750134175873472
quemaba,quemar,4.88404163117426,0.09048739599801056,3.1598678470925665,0.6469780738402194,0.70576853327055,,0.97624971162829,0.8561850724507367
quemabas,quemar,4.88404163117426,0.09048739599801056,0.8450980400142568,0.17303252179917877,0.70576853327055,,0.7217199903468794,0.7644156845963327
quemábamos,quemar,4.88404163117426,0.09048739599801056,1.9344984512435677,0.39608557775099473,0.70576853327055,,0.7756824360345344,0.6297135023914779
quemaban,quemar,4.88404163117426,0.09048739599801056,3.0982975364946976,0.6343716475958416,0.70576853327055,,0.9120103763423913,0.8376616478027951
quemaría,quemar,4.88404163117426,0.09048739599801056,2.419955748489758,0.4954822115035766,0.9171478202406088,0.7970511254410442,0.9801186517326936,0.8561850724507367
quemarías,quemar,4.88404163117426,0.09048739599801056,1.2787536009528289,0.2618228298445893,0.9171478202406088,0.7970511254410442,0.7588480383651803,0.7644156845963327
quemaríamos,quemar,4.88404163117426,0.09048739599801056,1.4471580313422192,0.29630337753576474,0.9171478202406088,0.7970511254410442,0.8093677774324042,0.6297135023914779
quemarían,quemar,4.88404163117426,0.09048739599801056,2.060697840353612,0.4219247082580994,0.9171478202406088,0.7970511254410442,0.9005953426260963,0.8376616478027951
quemaré,quemar,4.88404163117426,0.09048739599801056,1.954242509439325,0.40012814325038226,0.9171478202406088,,0.7156535719579533,0.5605986871318175
quemarás,quemar,4.88404163117426,0.09048739599801056,2.4608978427565478,0.5038650422324265,0.9171478202406088,,0.6796042104226108,0.7644156845963327
quemará,quemar,4.88404163117426,0.09048739599801056,2.841359470454855,0.581763974393419,0.9171478202406088,,0.846413247917702,0.581763974393419
quemaremos,quemar,4.88404163117426,0.09048739599801056,2.0,0.409496918952172,0.9171478202406088,,0.7220489182901982,0.6297135023914779
quemarán,quemar,4.88404163117426,0.09048739599801056,2.5024271199844326,0.5123680977679912,0.9171478202406088,,0.7707207647920508,0.8376616478027951
faltaba,faltar,5.387129883830312,0.6507640485740901,4.277746700027364,0.7940678603029775,0.8168805432490525,,0.97624971162829,0.9493745720577008
faltabas,faltar,5.387129883830312,0.6507640485740901,1.7160033436347992,0.3185375850664846,0.8168805432490525,,0.7217199903468794,0.6175737481570611
faltábamos,faltar,5.387129883830312,0.6507640485740901,1.3617278360175928,0.25277427227156224,0.8168805432490525,,0.7756824360345344,0.49250947554449503
faltaban,faltar,5.387129883830312,0.6507640485740901,3.78710609303657,0.7029914211654191,0.8168805432490525,,0.9120103763423913,0.8771140360374805
faltaría,faltar,5.387129883830312,0.6507640485740901,3.6637951222194074,0.6801015013980704,0.8532512125375941,0.7970511254410442,0.9801186517326936,0.9493745720577008
faltarías,faltar,5.387129883830312,0.6507640485740901,1.1139433523068367,0.20677863283942396,0.8532512125375941,0.7970511254410442,0.7588480383651803,0.6175737481570611
faltaríamos,faltar,5.387129883830312,0.6507640485740901,1.2304489213782739,0.22840528220259104,0.8532512125375941,0.7970511254410442,0.8093677774324042,0.49250947554449503
faltarían,faltar,5.387129883830312,0.6507640485740901,2.846955325019824,0.528473488928692,0.8532512125375941,0.7970511254410442,0.9005953426260963,0.8771140360374805
faltaré,faltar,5.387129883830312,0.6507640485740901,1.6434526764861874,0.3050701787270949,0.8532512125375941,,0.7156535719579533,0.4600903540553869
faltarás,faltar,5.387129883830312,0.6507640485740901,1.1139433523068367,0.20677863283942396,0.8532512125375941,,0.6796042104226108,0.6175737481570611
faltará,faltar,5.387129883830312,0.6507640485740901,3.5754187912143602,0.6636964150328218,0.8532512125375941,,0.846413247917702,0.6636964150328218
faltaremos,faltar,5.387129883830312,0.6507640485740901,1.2787536009528289,0.237371964019479,0.8532512125375941,,0.7220489182901982,0.49250947554449503
faltarán,faltar,5.387129883830312,0.6507640485740901,3.208710019906401,0.5956251453185626,0.8532512125375941,,0.7707207647920508,0.8771140360374805
narraba,narrar,4.723504927595252,0.3791859243038779,3.1075491297446862,0.6578905235368828,0.6823273182302398,,0.97624971162829,0.9199012315800775
narrabas,narrar,4.723504927595252,0.3791859243038779,1.0791812460476249,0.22847043934323547,0.6823273182302398,,0.7217199903468794,0.7372889036658128
narrábamos,narrar,4.723504927595252,0.3791859243038779,0.9030899869919435,0.19119065203382965,0.6823273182302398,,0.7756824360345344,0.4946453469750114
